Token,ID,Frequency,embVal000,embVal001,embVal002,embVal003,embVal004,embVal005,embVal006,embVal007
enormous,11,7659,-0.00553612963994965,0.028247527399798855,0.041757064405828714,0.026284452760592103,-0.017907207940879744,0.04761092853732407,-0.009765072900336236,0.035341929527930915
limbs,376,71,0.009143566247075796,-0.017736425739713013,-0.0009230906143784523,-0.01928884696098976,0.017906426219269633,0.011837456841021776,-0.0010316524421796203,-0.03333497591665946
possessed,1440,2625,0.030466936761513352,-0.002071681898087263,0.052088257973082364,0.010223137447610497,0.017516930704005063,0.04880026518367231,0.003329278202727437,-0.024670032726135105
strength,103418,77,0.02570517547428608,0.014946321956813335,0.006731580477207899,0.027523095486685634,0.025009271019371226,-0.04331329790875316,-0.05241844826377928,-0.012643411522731185
character,39393,5,-0.0019107889384031296,-0.03727149683982134,-0.02564234472811222,-0.04433419834822416,-0.03238325286656618,0.037184481509029865,0.008998396806418896,-0.012250112369656563
tangled,14116,1647,-0.018823842518031597,0.009879649616777897,0.021710542147047818,0.04729862467502244,0.012934665195643902,-0.004836976120714098,0.019499209942296147,-0.021118866512551904
beard,64494,94,-0.016923343879170716,-0.028296887991018593,-0.006745961029082537,-0.00041853985749185085,0.06020483112661168,-0.04763238178566098,-0.015087972627952695,-0.020430341159226373
grizzled,64,2537,-0.015543074056040496,-0.014980346662923694,-0.010969084687530994,0.00384584441781044,-0.009315665578469634,-0.007953631924465299,0.012346075498498976,0.011279150727204978
hair,137257,11,0.026107769459486008,0.005307851359248161,0.004651167352373402,0.013403559103608131,-0.008672478414761523,-0.010367085924372077,0.038984940154477954,0.004157217064251502
outstanding,4580,153,0.014740369515493512,0.03148293634876609,0.008147974614985287,0.015890812734141946,-0.006021230015903711,0.021568591822870076,-0.0394566539907828,-0.00649845483712852
drooping,1401,106,0.017162252246635035,-0.008947983966208994,0.030790357501246035,-0.019167718710377812,0.03819031757302582,0.04134312737733126,-0.01782887289300561,0.010371168318670243
eyebrows,6332,803,-0.020420397398993373,0.004364196443930268,0.006238259433303028,-0.021618791739456356,-0.007130851678084582,0.011131712701171637,-0.03130555688403547,-0.0007722715381532907
combined,35156,395,-0.038777568843215704,-0.011390575440600514,-0.007654183129488956,-0.03836115455487743,0.021276225481415167,-0.0056802729377523065,-0.006140065677755047,-0.013690819341718452
power,69,319,-0.029889595694839954,-0.0049252649187110364,0.01477134705055505,0.002604546956717968,0.015819104148249608,0.02655204152688384,0.007216980593511835,0.01485091369249858
ashen,258,1815,0.012971308315172791,-0.02181706513511017,0.035081911366432905,0.024125780968461186,0.03578882059082389,0.04804755822988227,0.02972874860279262,0.00018271640874445438
white,11,7659,-0.00553612963994965,0.028247527399798855,0.041757064405828714,0.026284452760592103,-0.017907207940879744,0.04761092853732407,-0.009765072900336236,0.035341929527930915
corners,82,740,0.01873342541512102,0.035183371779567096,0.022948487574467435,-0.005510814575245604,-0.08173506148159504,0.025108211673796177,0.008610673248767853,0.044593572965823114
tinged,13,6197,-0.035656013526022434,-0.0028332704678177834,-0.016613295825663954,-0.02452131570316851,-0.0007786941714584827,-0.009836964774876833,0.02056255569914356,0.049810901866294444
shade,35723,904,-0.055194830372784054,0.05058504408225417,-0.020695160143077374,0.0036865117981506046,-0.05035849811974913,-0.006642135558649898,-0.03708419227041304,0.04723363392986357
blue,371,130,-0.016291949432343245,-0.009273136442061514,0.03990579836681718,-0.014354533312143758,-0.00441012647934258,0.014455927012022585,0.026603995822370052,0.04886978317517787
glance,302,141,-0.01546625408809632,0.012522804085165262,-0.02772354008629918,-0.04984835331561044,-0.033370151882991195,-0.03498912666691467,-0.06519717641640455,-0.00716073892544955
grip,112245,89,0.054311729152686894,0.04474982133251615,0.0003636933397501707,0.041856842348352075,-0.09169267752440646,0.03344635968096554,0.021352933370508254,0.0028991647996008396
chronic,611,64,0.015021485975012183,0.029439784528221935,-0.023264694726094604,0.009646684862673283,-0.015633543371222913,-0.0028716528322547674,-0.0070313733303919435,-0.015649790060706437
disease,29933,4,0.11734743043780327,0.03421172872185707,0.0758831538259983,0.005212288349866867,-0.005484983325004578,0.1055954098701477,-0.007660478353500366,0.08060914278030396
gently,82,740,0.01873342541512102,0.035183371779567096,0.022948487574467435,-0.005510814575245604,-0.08173506148159504,0.025108211673796177,0.008610673248767853,0.044593572965823114
wished,427,2826,0.006842879578471184,0.008259879657998681,-0.03377328591886908,0.013235102080216166,-0.029267075355164707,-0.016986319504212588,-0.011966070829657838,-0.0012610742123797536
avoid,565,101,0.025891777331708,-0.050380124419461936,0.009465324692428112,-0.020114065177040175,0.004232787527143955,0.049743216717615724,0.04970620397944003,-0.032190330734010786
scandal,11,7659,-0.00553612963994965,0.028247527399798855,0.041757064405828714,0.026284452760592103,-0.017907207940879744,0.04761092853732407,-0.009765072900336236,0.035341929527930915
people,13320,1230,0.01977621839614585,0.025910150332492776,0.004665648913942277,0.014397914608707651,-0.03462565364316106,-0.013504768663551658,-0.024754589510848746,0.007764084963127971
despair,935,2715,0.03808910003863275,-0.03105013484309893,0.004689541005063802,-0.021926398665527813,0.005936986883170903,0.03738849551882595,0.026410763886815403,-0.014914148105162894
weary,44382,45,-0.0033701907959766686,0.005348251084797084,-0.002514030580641702,0.012397698941640556,-0.010680328297894448,0.006381230487022549,-0.0021151737892068923,0.0018712520832195878
answering,9844,1395,0.010618997039273381,-0.005130865843966603,0.009100858122110367,-0.032387995335739106,0.02488476177677512,0.008211796404793859,-0.00029213656671345234,0.04185880039585754
sank,427,2826,0.006842879578471184,0.008259879657998681,-0.03377328591886908,0.013235102080216166,-0.029267075355164707,-0.016986319504212588,-0.011966070829657838,-0.0012610742123797536
harm,12532,17,-0.04674977010914257,0.002848212540681873,-0.033238776826432774,0.022878301329910755,0.036968021520546505,-0.06051126308739185,0.006910475253659699,-0.029104333304400955
Assizes,746,23,0.005394895328208804,0.008227250044001266,-0.026323226047679782,0.008602532325312495,-0.02783588378224522,-0.010288582445355132,0.027543260832317173,-0.027279844973236322
gravely,13,6197,-0.035656013526022434,-0.0028332704678177834,-0.016613295825663954,-0.02452131570316851,-0.0007786941714584827,-0.009836964774876833,0.02056255569914356,0.049810901866294444
break,13320,1230,0.01977621839614585,0.025910150332492776,0.004665648913942277,0.014397914608707651,-0.03462565364316106,-0.013504768663551658,-0.024754589510848746,0.007764084963127971
heartit,109173,25,0.09361359228690465,-0.016720437134305637,0.028216577135026455,-0.012509859167039394,-0.005571052199229598,0.036666601876883455,0.021866930027802784,-0.02684333858390649
hears,2219,44,-0.014356585452333093,0.03749275849258993,-0.010217617964372039,0.051275290112243965,-0.037988021271303296,-0.003635318309534341,0.031238489524184843,0.01869369050837122
arrested,14747,9,-0.08504105856021245,0.02285435392210881,0.00529673439450562,-0.008998822731276354,0.005128968972712755,0.005794012686237693,0.0072947485993305845,-0.0003735360999902089
official,999,423,0.04097615972568747,-0.026257047953549773,-0.019894471392035484,-0.07619616249576211,-0.01927335700020194,0.03631468728417531,0.06572362000588328,0.018098181106324773
agent,18474,52,0.0405544699751772,-0.056732599157840014,-0.004985117353498936,-0.06588788158842362,0.031913845567032695,0.033065108331356896,0.013730524573475122,-0.03739972898620181
required,31813,355,0.007419743575155735,0.06952620996162295,0.03350207023322582,-0.024135015904903412,-0.062453491846099496,-0.009499615989625454,-0.046147119253873825,0.09960699650400784
presence,1830,50,-0.026035742834210396,0.010174190218094736,0.015457313042134047,0.01731378387194127,-0.016269528889097273,0.007515522709582001,0.007720289286226034,0.020896163365250686
acting,18258,13,-0.018706652149558068,-0.0316135935485363,-0.007096311077475548,0.022575120255351067,0.02181556969881058,-0.019134993106126784,0.03738114461302757,-0.0127241350710392
interests,13,6197,-0.035656013526022434,-0.0028332704678177834,-0.016613295825663954,-0.02452131570316851,-0.0007786941714584827,-0.009836964774876833,0.02056255569914356,0.049810901866294444
Young,128330,125,-0.020522809332760517,-0.0009558531455695629,0.042002203641459346,-0.0022217181976884604,0.023936237557791173,0.024420275818556547,0.04276792472228408,0.05617012060247362
diabetes,5045,38,0.04804004798643291,-0.0168109352234751,0.01926804077811539,0.012311157188378274,0.06253738421946764,-0.050679299514740705,-0.02918167132884264,0.005083366064354777
live,11,7659,-0.00553612963994965,0.028247527399798855,0.041757064405828714,0.026284452760592103,-0.017907207940879744,0.04761092853732407,-0.009765072900336236,0.035341929527930915
month,64,2537,-0.015543074056040496,-0.014980346662923694,-0.010969084687530994,0.00384584441781044,-0.009315665578469634,-0.007953631924465299,0.012346075498498976,0.011279150727204978
die,278,1305,-0.016010365914553404,0.02862606616690755,-0.0042412918992340565,-0.014151336625218391,-0.012094103614799678,-0.007713793311268091,-0.10402258904650807,0.0004722500452771783
roof,11,7659,-0.00553612963994965,0.028247527399798855,0.041757064405828714,0.026284452760592103,-0.017907207940879744,0.04761092853732407,-0.009765072900336236,0.035341929527930915
gaol,1750,309,-0.028073630994185805,0.016982070286758244,-0.0025638791266828775,0.040646629058755934,-0.03728256933391094,0.010230738786049187,0.0373190448153764,0.01943275739904493
pen,11,7659,-0.00553612963994965,0.028247527399798855,0.041757064405828714,0.026284452760592103,-0.017907207940879744,0.04761092853732407,-0.009765072900336236,0.035341929527930915
Just,39,86,0.034489748417399824,0.014966268703574315,0.05688685644418001,0.04198372387327254,-0.01187306281644851,0.012710720067843795,0.026757548679597676,0.03284864965826273
jot,2280,18,-0.04745774883776903,0.03039623498916626,-0.01895043971017003,0.028170228749513627,0.02924305647611618,-0.022278963774442672,-0.008405688920174726,0.01715071648359299
produce,3825,985,0.020478120539337397,-0.020362621638923883,0.026771785225719213,-0.07959768967702985,-0.0008591208606958389,0.06671336852014065,0.033703637309372425,0.017704584170132875
extremity,3782,7,-0.05609457194805145,0.03269648924469948,0.07053838670253754,0.02862626314163208,0.009128297679126263,-0.005209378898143768,-0.0611112080514431,0.06929206848144531
save,59464,49,0.015649817418307066,0.012314397958107293,0.004728543339297175,0.000346782966516912,-1.1917843949049711e-05,0.008275509346276522,-0.013323987310286611,-0.005362272961065173
promise,13373,23,-0.07545696963955249,-0.02882534744484084,0.04879763163626194,-0.06995906494557858,0.033983103664858,0.01598917759422745,-0.00532642738627536,0.024131071753799915
needed,258,1815,0.012971308315172791,-0.02181706513511017,0.035081911366432905,0.024125780968461186,0.03578882059082389,0.04804755822988227,0.02972874860279262,0.00018271640874445438
Its,2141,147,0.010557272704318166,0.00012144830543547869,0.06021548924036324,-0.02153015579096973,0.016330622689565644,0.06473922333680093,0.01788969011977315,0.028144147741841152
spare,26,202,-0.010318005923181772,0.0008133037481456995,-0.041282160207629204,-0.025108811911195517,0.03372979839332402,-0.040348895359784365,-0.04609283455647528,0.004642466898076236
Alice,10269,25,-0.08352614811155945,0.03815023950301111,0.03126623428397579,0.0902271973900497,0.06135699711740017,-0.02417570073157549,-0.049786963034421206,-0.04622255265712738
shock,854,447,-0.04123608535155654,0.05288909608498216,0.012369625270366669,0.009890798013657331,-0.041075837798416615,-0.009940220974385738,0.013369265478104353,0.06147855194285512
devil,81749,56,0.022308184066787362,0.008214267756557092,0.010101626859977841,0.012202523757878225,-0.003273364796768874,0.012923043628688902,0.02419051453762222,0.03252690764202271
incarnate,14118,28,0.019871958764269948,0.032025201071519405,-0.008962485619122162,-0.005252877657767385,-0.011564828688278794,0.0009750691242516041,0.01603630493627861,0.01990561804632307
keep,385,186,-0.013190866098739207,0.025012644939124584,0.020013580797240138,0.024574239796493202,0.014856940091704018,0.005932824278715998,-0.006620252097491175,0.017130019259639084
blasted,64,2537,-0.015543074056040496,-0.014980346662923694,-0.010969084687530994,0.00384584441781044,-0.009315665578469634,-0.007953631924465299,0.012346075498498976,0.011279150727204978
Ill,66,111,-0.02413852836980368,-0.07081184862181544,-0.0032129024621099234,-0.039266757608857006,0.011858249083161354,0.04608791368082166,0.06778081005904824,-0.008739993179915473
early,14020,275,-0.06951672415016219,9.501585736870766e-05,-0.007249469519592822,-0.03072982281446457,0.0029387143440544605,-0.025930678006261587,-0.0017588450573384762,0.03985188854858279
60s,3086,5280,0.01098044466925785,-0.010009543781052344,-0.023759302333928645,-0.02463961864123121,-0.010363671099185012,0.013820950611261651,-0.014110055402852595,-0.027854025654960424
diggings,1440,2625,0.030466936761513352,-0.002071681898087263,0.052088257973082364,0.010223137447610497,0.017516930704005063,0.04880026518367231,0.003329278202727437,-0.024670032726135105
chap,2878,677,-0.0013452601851895452,-0.04123422969132662,-0.014591344101063441,-0.03773976629599929,-0.012819982424844056,0.01773936560493894,0.02549658465432003,0.0219178874976933
hot-blooded,33,90,0.03819791506975889,0.026554905343800783,-0.01064867782406509,0.06321089237462729,0.006019300548359752,-0.01797798805637285,8.971348870545626e-05,-0.0027487206389196217
reckless,186441,8,-0.005750078707933426,-0.00888550579547882,-0.07807194516062736,0.015935323014855386,-0.044359780848026276,-0.04286610633134842,-0.037244293838739395,-0.04331827536225319
ready,18924,70,-0.0218147411942482,-0.03789053231594153,0.03286170959472656,-0.01950228092027828,0.04947468149475753,0.013627218781039119,0.025573974708095193,0.03576022502966225
turn,21257,32,0.030037623466341756,0.038047904847189784,-0.04231356020318344,-0.0019753958331421018,-0.05035855923779309,-0.04958173132035881,-0.006706891465000808,-0.006955010001547635
companions,38520,1103,0.008202219614759088,0.025073954835534096,-0.09297359478659928,0.05568064957333263,0.014282911084592342,-0.13013796345330775,-0.06578525598160923,-0.07025384111329913
drink,3086,5280,0.01098044466925785,-0.010009543781052344,-0.023759302333928645,-0.02463961864123121,-0.010363671099185012,0.013820950611261651,-0.014110055402852595,-0.027854025654960424
luck,13,6197,-0.035656013526022434,-0.0028332704678177834,-0.016613295825663954,-0.02452131570316851,-0.0007786941714584827,-0.009836964774876833,0.02056255569914356,0.049810901866294444
claim,935,2715,0.03808910003863275,-0.03105013484309893,0.004689541005063802,-0.021926398665527813,0.005936986883170903,0.03738849551882595,0.026410763886815403,-0.014914148105162894
bush,2066,314,-0.046787905623205006,0.009203473076922819,-0.04918761504814029,0.037979589542374015,0.007358861155807972,-0.0857065913733095,-0.03039053187603713,-0.04952259462152142
became,13,6197,-0.035656013526022434,-0.0028332704678177834,-0.016613295825663954,-0.02452131570316851,-0.0007786941714584827,-0.009836964774876833,0.02056255569914356,0.049810901866294444
highway,427,2826,0.006842879578471184,0.008259879657998681,-0.03377328591886908,0.013235102080216166,-0.029267075355164707,-0.016986319504212588,-0.011966070829657838,-0.0012610742123797536
robber,1801,40,0.030395443784072995,0.023558635730296373,-0.0017164178425446153,0.013203622307628393,-0.005722257541492581,-0.005811586626805365,-0.05322041641920805,0.01977740996517241
wild,258,1815,0.012971308315172791,-0.02181706513511017,0.035081911366432905,0.024125780968461186,0.03578882059082389,0.04804755822988227,0.02972874860279262,0.00018271640874445438
sticking,175929,20,-0.0002192556275986135,-0.060500780993606895,-0.019693330163136125,0.015695142094045877,0.015290503622964025,0.005324369529262185,0.05473728757351637,-0.04790307651273906
stopping,76,184,-0.038623230531811714,0.039317503571510315,0.06135400402126834,0.023728649248369038,0.011370954336598516,0.010588103497866541,-0.04491264291573316,0.046009696248802356
wagons,259,143,0.004934668424539268,-0.01880345365498215,-0.04159219516441226,-0.012554525543237105,0.011945600854232907,-0.04161783237941563,-0.0015685808612033725,-0.024478356121107936
Black,13684,96,-0.04510785744059831,-0.024414591025561094,0.02982749347575009,-0.06288234252133407,0.06595729757100344,0.010027204174548388,0.020398013992235065,0.03448986611329019
Jack,3086,5280,0.01098044466925785,-0.010009543781052344,-0.023759302333928645,-0.02463961864123121,-0.010363671099185012,0.013820950611261651,-0.014110055402852595,-0.027854025654960424
remembered,276,1130,-0.03196895378641784,0.02577987697441131,-0.0077629476436413825,0.030326659558340907,-0.027949021430686116,0.01324997004121542,0.009464064962230623,0.018880745978094637
colony,13320,1230,0.01977621839614585,0.025910150332492776,0.004665648913942277,0.014397914608707651,-0.03462565364316106,-0.013504768663551658,-0.024754589510848746,0.007764084963127971
Gang,26355,825,0.007259985082782805,0.010744495259132236,-0.007803418498951942,0.022949250182136893,-0.018203201179858297,0.012923523725476116,0.08600151882274076,0.04364182008430362
gold,3086,5280,0.01098044466925785,-0.010009543781052344,-0.023759302333928645,-0.02463961864123121,-0.010363671099185012,0.013820950611261651,-0.014110055402852595,-0.027854025654960424
convoy,4653,238,-0.016167179448530078,0.010339404921978712,-0.048997967038303614,0.00973075337242335,-0.018868329469114542,-0.038772093947045505,0.0020264036138541996,0.013540482264943421
Melbourne,11854,7,0.007369560189545155,-0.021326382954915363,0.02423175300161044,-0.045004348581035934,-0.03761085091779629,0.05297729310890039,-0.010775320852796236,0.04615647438913584
wait,32,118,0.008028045878745615,-0.031766887521371245,0.024270882830023766,-0.024282109923660755,0.04636254254728556,-0.026331389191909693,-0.03358301688786014,0.00046247104182839394
attacked,22515,32,-0.012778866235748865,0.05929262429708615,-0.0004900811472907662,0.0582101047039032,-0.04082923964597285,-0.008215617446694523,-0.04683449913864024,0.026237209443934262
troopers,42341,12,-0.042284104973077774,-0.010286913525002698,-0.021509813300023477,-0.008194827164212862,-0.014021580417950949,-0.026166102460895974,0.023552390669162076,0.05125191590438286
close,6273,231,0.02093081860220991,-0.03547422238625586,0.04131436243187636,-0.02492998613161035,0.018035100074484944,0.02902817667927593,0.004205286735668778,0.02690148918190971
emptied,65487,10,0.009129346969226996,0.020364788360893726,0.04120229432980219,0.023149120931824047,-0.0197831226978451,0.041933415457606316,-0.03537707061817249,0.02870110608637333
saddles,436,49,0.015332279028370976,-0.033841585740447044,0.04459761478938162,-0.018320102361030877,-0.023782107746228576,0.03929041849914938,-0.04159080085810274,0.0013518864288926125
volley,34992,8,-0.020323507953435183,0.002949192188680172,0.0794966584071517,0.010224387049674988,0.06974561419337988,0.02249577920883894,0.008167400257661939,0.03996970830485225
Three,276,1130,-0.03196895378641784,0.02577987697441131,-0.0077629476436413825,0.030326659558340907,-0.027949021430686116,0.01324997004121542,0.009464064962230623,0.018880745978094637
boys,43210,2,0.011077754199504852,0.11776798591017723,0.058987654745578766,0.16663901507854462,0.017720919102430344,-0.13707111030817032,-0.13158292695879936,0.04148012399673462
killed,37533,7,0.028038357733748853,0.031453047529794276,-0.05145328836515546,0.048370142560452224,-0.03629357982426882,-0.05662459433078766,-0.0582848709076643,-0.05171065479516983
swag,13,6197,-0.035656013526022434,-0.0028332704678177834,-0.016613295825663954,-0.02452131570316851,-0.0007786941714584827,-0.009836964774876833,0.02056255569914356,0.049810901866294444
pistol,64,2537,-0.015543074056040496,-0.014980346662923694,-0.010969084687530994,0.00384584441781044,-0.009315665578469634,-0.007953631924465299,0.012346075498498976,0.011279150727204978
wagon-driver,1938,709,0.006678696954622865,0.05701594380661845,-0.013797456253087148,0.023676828714087605,-0.023976288706762716,-0.04279440455138683,-0.03592919546645135,0.014892120729200542
Lord,11,7659,-0.00553612963994965,0.028247527399798855,0.041757064405828714,0.026284452760592103,-0.017907207940879744,0.04761092853732407,-0.009765072900336236,0.035341929527930915
spared,39,86,0.034489748417399824,0.014966268703574315,0.05688685644418001,0.04198372387327254,-0.01187306281644851,0.012710720067843795,0.026757548679597676,0.03284864965826273
wicked,69125,27,0.03817806299775839,0.040210905617901256,0.048830341414681504,-0.029998128967625753,-0.02721946420414107,0.010138628206082754,-0.05825484464211123,0.047413023454802375
fixed,1874,21,0.0012610464889023984,-0.021007927799863473,0.04725008368924526,-0.006452356598206929,0.010101094376295805,0.05842782716665949,0.031081538115228926,0.018969069101980755
remember,2305,82,0.00936623488087207,-0.004855983890593052,-0.028595171166671207,0.06159242056310177,-0.0417383024469018,-0.052656925399787724,0.03243423905223608,-0.047187382937408984
feature,26021,69,0.018576197675429285,0.011500872671604156,0.019868143484927714,0.002698664815397933,0.025656130746938288,-0.0017292556585744023,0.0016779987781774253,0.02425311948172748
England,93466,52,0.05740601918660104,0.06702997395768762,0.02522786194458604,-0.035585842866566963,-0.0452642822638154,0.01150332298129797,-0.08903970243409276,0.044987340457737446
suspected,2343,85,-0.003491494571790099,-0.02389137994032353,0.007143141585402191,0.04004241595976055,0.01486807392211631,-0.006223420101377997,-0.008491499000228941,-0.03596597822615877
pals,38820,152,0.03281965176574886,-0.007766851951600984,0.0074386479100212455,0.0214137255679816,0.06503822980448604,-0.006653269520029426,-0.022964110132306814,-0.02282640407793224
determined,42309,5,-0.02309885062277317,-0.02561222016811371,-0.00910905934870243,-0.11353001045063138,-0.032693069661036134,0.041454413905739784,0.012760653160512447,-0.02028394490480423
settle,401,221,-0.02315239026211202,0.03292246977798641,0.04917080409359187,0.03945066640153527,0.0012858023401349783,0.04776727955322713,0.07649903351557441,0.05910424189642072
respectable,11,7659,-0.00553612963994965,0.028247527399798855,0.041757064405828714,0.026284452760592103,-0.017907207940879744,0.04761092853732407,-0.009765072900336236,0.035341929527930915
bought,565,101,0.025891777331708,-0.050380124419461936,0.009465324692428112,-0.020114065177040175,0.004232787527143955,0.049743216717615724,0.04970620397944003,-0.032190330734010786
chanced,371,130,-0.016291949432343245,-0.009273136442061514,0.03990579836681718,-0.014354533312143758,-0.00441012647934258,0.014455927012022585,0.026603995822370052,0.04886978317517787
market,611,64,0.015021485975012183,0.029439784528221935,-0.023264694726094604,0.009646684862673283,-0.015633543371222913,-0.0028716528322547674,-0.0070313733303919435,-0.015649790060706437
good,7729,6,-0.04842291213572025,-0.0014069142440954845,0.01649231743067503,-0.024017876014113426,0.028208838154872257,-0.010601573313275972,-0.03566718427464366,-0.01978534956773122
earned,2845,477,0.08018095279112458,0.052995212259702384,-0.04555351915769279,0.010693860007449985,-0.08639347978169098,-0.003801589133217931,0.012013286235742271,0.013562229461967945
married,516,36,0.010397651232779026,-0.003036464797332883,-0.05809962563216686,-0.043108203914016485,-0.030020567122846842,-0.03895435866434127,-0.011532059404999018,-0.02401810511946678
Even,40,3027,0.022168292198330164,-0.0020192273368593305,-0.0030753177125006914,-0.003559498640242964,-0.025643044093158096,-0.0003215185133740306,0.03974314387596678,0.02865039391326718
baby,13,6197,-0.035656013526022434,-0.0028332704678177834,-0.016613295825663954,-0.02452131570316851,-0.0007786941714584827,-0.009836964774876833,0.02056255569914356,0.049810901866294444
wee,38520,1103,0.008202219614759088,0.025073954835534096,-0.09297359478659928,0.05568064957333263,0.014282911084592342,-0.13013796345330775,-0.06578525598160923,-0.07025384111329913
new,490,101,0.011610729034146061,-0.06502754613757133,-0.007326677732635289,0.018041092669591308,0.054314107983373106,0.009640557691454887,0.042463942780159414,-0.04320471838582307
leaf,13,6197,-0.035656013526022434,-0.0028332704678177834,-0.016613295825663954,-0.02452131570316851,-0.0007786941714584827,-0.009836964774876833,0.02056255569914356,0.049810901866294444
past,13,6197,-0.035656013526022434,-0.0028332704678177834,-0.016613295825663954,-0.02452131570316851,-0.0007786941714584827,-0.009836964774876833,0.02056255569914356,0.049810901866294444
laid,13,6197,-0.035656013526022434,-0.0028332704678177834,-0.016613295825663954,-0.02452131570316851,-0.0007786941714584827,-0.009836964774876833,0.02056255569914356,0.049810901866294444
investment,2851,35,0.012094163335859776,-0.06454928545281291,-0.06411306792870164,-0.07089432387147099,0.04929327918216586,-0.002729411411564797,0.027986441971734166,-0.058505071501713246
Regent,172083,6,0.0006597372703254223,-0.01492838840931654,0.04436241462826729,-0.010015056002885103,-0.0009031156077980995,-0.0014690030948258936,-0.014550054213032126,-0.011420232243835926
boot,14020,275,-0.06951672415016219,9.501585736870766e-05,-0.007249469519592822,-0.03072982281446457,0.0029387143440544605,-0.025930678006261587,-0.0017588450573384762,0.03985188854858279
touching,173474,49,-0.03819554904475808,-0.07361903856508434,-0.02398188758525066,-0.05388566409237683,0.034937827971589286,0.014892408507876098,-0.014989214949309826,-0.083473123726435
arm,851,405,0.015387444756925106,0.037009789841249585,0.002634416159708053,0.0015137565205805004,-0.06340876173635479,0.0027962267631664872,-0.02962270681746304,0.011757555650547147
family,83527,329,-0.05282765859737992,0.05840847548097372,0.028336624149233103,0.024068054044619203,-0.04232214158400893,-0.019628911511972547,-0.017637870274484158,0.07872605789452791
Theres,35723,904,-0.055194830372784054,0.05058504408225417,-0.020695160143077374,0.0036865117981506046,-0.05035849811974913,-0.006642135558649898,-0.03708419227041304,0.04723363392986357
keeping,1440,2625,0.030466936761513352,-0.002071681898087263,0.052088257973082364,0.010223137447610497,0.017516930704005063,0.04880026518367231,0.003329278202727437,-0.024670032726135105
dontits,26376,4,0.09774129837751389,-0.08927348256111145,-0.11122363060712814,-0.0714159905910492,-0.08803610503673553,0.13681261241436005,0.11203141510486603,-0.13477830588817596
fine,1798,13,-0.0035504231539865336,-0.03909629117697477,0.060842725758751236,-0.0060603007053335505,0.008406263155241808,0.0711653057175378,0.032471894131352506,0.02091349350909392
law-abiding,935,2715,0.03808910003863275,-0.03105013484309893,0.004689541005063802,-0.021926398665527813,0.005936986883170903,0.03738849551882595,0.026410763886815403,-0.014914148105162894
theres,40,3027,0.022168292198330164,-0.0020192273368593305,-0.0030753177125006914,-0.003559498640242964,-0.025643044093158096,-0.0003215185133740306,0.03974314387596678,0.02865039391326718
policeman,6929,215,-0.0020469938754104078,0.007646123762242496,0.0366625358001329,-0.020652377628721297,-0.02321994979865849,0.06343360595928971,0.003164632711559534,-0.0006953100673854351
hail,11,7659,-0.00553612963994965,0.028247527399798855,0.041757064405828714,0.026284452760592103,-0.017907207940879744,0.04761092853732407,-0.009765072900336236,0.035341929527930915
west,11,7659,-0.00553612963994965,0.028247527399798855,0.041757064405828714,0.026284452760592103,-0.017907207940879744,0.04761092853732407,-0.009765072900336236,0.035341929527930915
shaking,11,7659,-0.00553612963994965,0.028247527399798855,0.041757064405828714,0.026284452760592103,-0.017907207940879744,0.04761092853732407,-0.009765072900336236,0.035341929527930915
lived,7393,155,-0.021517642540857196,0.028961268602870405,0.024324232595972717,-0.004119466466363519,0.0013982002274133265,-0.0024676621542312205,-0.03423156403005123,-0.006050840951502323
land,114913,1,-0.13645170629024506,0.0748266726732254,0.09919669479131699,-0.08772047609090805,-0.06107890233397484,0.11625653505325317,-0.131877601146698,0.05930248275399208
rest,390,12,0.004449584210912387,-0.05023514417310556,0.01188510904709498,-0.054094661182413496,0.07625964439163606,0.01828317514931162,0.001877726725069806,-0.011217856546863914
peace,12963,12,-0.03243821308327218,-0.03380181275618573,-0.015263457782566547,-0.03187321291382735,0.06134250348744293,-0.0366388961362342,0.019569481412569683,-0.009145633938411871
forgetfulness,11,7659,-0.00553612963994965,0.028247527399798855,0.041757064405828714,0.026284452760592103,-0.017907207940879744,0.04761092853732407,-0.009765072900336236,0.035341929527930915
cunning,32827,27,-0.004297329694963992,-0.006593434598471504,0.03385285520926118,-0.0327833715127781,-0.005992295336909592,0.03717753363889642,0.029102705884724855,0.014455675554927438
grinning,1052,47,0.01575132622383535,0.0021743921097368,0.013387448561843485,0.008464339800411835,-0.019367550732567906,0.011541344225406647,-0.038073524832725525,-0.007769533200189471
elbow,13,6197,-0.035656013526022434,-0.0028332704678177834,-0.016613295825663954,-0.02452131570316851,-0.0007786941714584827,-0.009836964774876833,0.02056255569914356,0.049810901866294444
worse,13320,1230,0.01977621839614585,0.025910150332492776,0.004665648913942277,0.014397914608707651,-0.03462565364316106,-0.013504768663551658,-0.024754589510848746,0.007764084963127971
soon,2066,314,-0.046787905623205006,0.009203473076922819,-0.04918761504814029,0.037979589542374015,0.007358861155807972,-0.0857065913733095,-0.03039053187603713,-0.04952259462152142
police,675,11,-0.0018158390303142369,-0.01653329038526863,0.07918382978550653,-0.027889376040548086,0.009739145869389176,0.06576752243563533,0.02663695625960827,0.043160094355698675
Whatever,31916,80,-0.003855023765936494,-0.03385997447185218,0.00614057295024395,-0.05017612414667383,0.03576689073815942,0.01895173266530037,-0.025955891013836663,0.0024336252827197313
